Time (s)  r_x r_y r_z 
0.0, 9.554083769258245e-11, -3.7334108884715577e-10, 4.6531873465684945e-10
0.0, -4.34804688685229e-10, 3.38955180257368e-10, 2.2705464119793573e-10
0.0, -3.5766691960240995e-10, 1.9327471317683397e-10, 3.5967291937695664e-11
0.0, -2.649205123518647e-10, 1.3576933420753468e-10, -2.5211937604452915e-10
0.0, -3.626686322655435e-11, 5.094445576307869e-11, 1.4029305813568464e-10
0.0, 5.6348582268240805e-11, 1.1122918558687526e-10, -3.2958928095639573e-10
0.0, 4.353409189160487e-11, 2.1863649090195036e-10, 2.976512638044816e-10
0.0, -6.84681635175125e-11, -4.763310621295511e-10, 2.1845586792446012e-10
0.0, 2.707712129826189e-10, 4.6503922318161645e-10, -4.961827420855964e-10
0.0, 4.9671136396460253e-11, -4.4228990693668585e-10, -4.5788869685830693e-10
3.0003000300030003e-15, 9.424711974845468e-11, -3.7365816559734096e-10, 4.650927044271922e-10
3.0003000300030003e-15, -4.3459037813101444e-10, 3.395255484403763e-10, 2.2669748297296712e-10
3.0003000300030003e-15, -3.578976965943342e-10, 1.9444211582452783e-10, 3.678135544056676e-11
3.0003000300030003e-15, -2.6550779919774913e-10, 1.3548107473907742e-10, -2.5281712513043586e-10
3.0003000300030003e-15, -3.622946086491926e-11, 5.05191043594135e-11, 1.4110534299441653e-10
3.0003000300030003e-15, 5.56594862059795e-11, 1.1046124997511572e-10, -3.290257904286462e-10
3.0003000300030003e-15, 4.3410486162558236e-11, 2.1910149075816363e-10, 2.9610112032752766e-10
3.0003000300030003e-15, -6.715820256075345e-11, -4.77369739873051e-10, 2.188976816856054e-10
3.0003000300030003e-15, 2.719247764022972e-10, 4.6525851864618464e-10, -4.968046135926768e-10
3.0003000300030003e-15, 4.988038267741768e-11, -4.4187467211060227e-10, -4.570673969842377e-10
6.0006000600060006e-15, 9.29534018042515e-11, -3.7397524234755655e-10, 4.6486667419741616e-10
6.0006000600060006e-15, -4.34376067578511e-10, 3.4009591662668427e-10, 2.2634032475233785e-10
